+1 1:-1.9998293 2:-5.7250624 3:-4.827471 
+1 1:-1.7116523 2:-8.889579 3:4.1139765 
+1 1:-11.981019 2:-2.75465 3:1.3988183 
+1 1:-4.9179864 2:8.849157 3:-6.4013705 
+1 1:1.4542052 2:-0.61146355 3:-9.204389 
+1 1:3.7892342 2:1.6757755 3:-2.3950505 
+1 1:2.6759288 2:2.062869 3:2.4355617 
+1 1:2.0877333 2:-0.347291 3:1.4664712 
+1 1:17.769627 2:-6.62001 3:-7.1707044 
+1 1:3.1669936 2:-4.7280216 3:-11.236223 
+1 1:5.9419336 2:-7.777496 3:-7.3567767 
+1 1:4.8011055 2:-6.1899805 3:-4.1735635 
+1 1:-2.56566 2:-2.9420834 3:-0.09975195 
+1 1:-7.591549 2:-1.6796994 3:-3.6751175 
+1 1:-0.51011944 2:-2.69669 3:1.4041266 
+1 1:8.658951 2:1.5237446 3:-1.9219081 
+1 1:5.0967493 2:3.3649154 3:-3.154695 
+1 1:1.9266624 2:1.9982955 3:-0.6844864 
+1 1:3.4720554 2:0.8902557 3:-1.3469687 
+1 1:1.2073956 2:1.8085465 3:-3.076175 
+1 1:5.2134743 2:-2.4329333 3:-1.2939954 
+1 1:1.7560968 2:-3.2531915 3:4.124221 
+1 1:-4.7478657 2:-5.096895 3:2.1968594 
+1 1:-3.8289986 2:-0.8349166 3:0.7800199 
+1 1:7.611964 2:-5.857945 3:-2.8144364 
+1 1:7.3509903 2:-0.47851133 3:-3.7151291 
+1 1:3.6704445 2:-0.6924801 3:-1.0560986 
+1 1:2.5928812 2:1.0206618 3:-2.7298975 
+1 1:4.3106594 2:-3.1036901 3:3.3503027 
+1 1:-8.938578 2:-1.6242805 3:2.013742 
+1 1:6.989439 2:-5.8608108 3:0.14558315 
+1 1:-2.3515863 2:-4.7454963 3:-0.29664493 
+1 1:-5.7409754 2:-3.8149548 3:0.38696766 
+1 1:0.72436666 2:-3.856296 3:1.4542695 
+1 1:10.013389 2:-5.9171357 3:-0.6865119 
+1 1:8.518118 2:-0.4135766 3:-6.1715393 
+1 1:5.909931 2:1.266398 3:-5.1205716 
+1 1:4.670715 2:1.433177 3:-5.528679 
+1 1:1.0844197 2:1.5138378 3:-3.4283445 
+1 1:6.242693 2:-4.1994615 3:0.6349493 
+1 1:2.4273143 2:-6.201715 3:3.6940508 
+1 1:-1.8574781 2:-2.7069411 3:0.5314555 
+1 1:-11.309372 2:-2.0741048 3:0.61256206 
+1 1:-0.52546597 2:-3.8313365 3:2.2045689 
+1 1:2.9335995 2:-5.928926 3:0.71743035 
+1 1:9.193134 2:-7.4790235 3:0.84064496 
+1 1:5.5296483 2:1.5408273 3:-1.6501393 
+1 1:6.6593766 2:1.2646337 3:-4.070898 
+1 1:2.3256764 2:0.17338753 3:-1.0083921 
+1 1:1.4689579 2:0.8534131 3:-4.0995264 
+1 1:3.8014698 2:-0.73101664 3:-2.7689416 
+1 1:4.470441 2:-1.1845126 3:-2.6899757 
+1 1:7.50511 2:-6.195964 3:-0.32177258 
+1 1:3.3509293 2:-4.3617673 3:0.6492468 
+1 1:-9.757096 2:-1.77918 3:0.26945043 
+1 1:-6.6266794 2:-4.7774158 3:1.9107339 
+1 1:-1.6260514 2:-2.7179537 3:1.9715284 
+1 1:0.9025941 2:-2.8731966 3:2.6143844 
+1 1:8.260317 2:-5.970565 3:0.21676993 
+1 1:7.24464 2:-2.0950432 3:-1.4727037 
+1 1:8.681742 2:-0.8523483 3:-5.0022783 
+1 1:6.8740525 2:2.3554533 3:-5.081729 
+1 1:5.972152 2:1.6407552 3:-5.2380843 
+1 1:3.3828506 2:-0.8134084 3:-3.4518347 
+1 1:1.2043862 2:1.4058228 3:-4.9375186 
+1 1:3.718955 2:-0.79263306 3:-1.7147679 
+1 1:10.884279 2:-4.4253535 3:-1.0441797 
+1 1:6.249162 2:-3.965302 3:1.8436824 
+1 1:6.9561796 2:-7.7741785 3:-0.33012176 
+1 1:9.061987 2:-5.666974 3:-1.876076 
+1 1:6.7421803 2:-8.26632 3:2.492581 
+1 1:2.603128 2:-2.8894658 3:1.5649005 
+1 1:-6.9631248 2:-0.8073611 3:-1.3512759 
+1 1:-4.5672784 2:-3.844832 3:1.468026 
+1 1:-2.1171465 2:-2.2057557 3:1.8614047 
+1 1:1.3866177 2:-3.56116 3:0.87745476 
+1 1:7.09104 2:-6.0789714 3:0.8038275 
+1 1:9.736406 2:-5.98551 3:-1.4093542 
+1 1:6.812279 2:-1.228086 3:-4.891964 
+1 1:-4.4121056 2:-1.4439979 3:0.6553123 
+1 1:-6.9944773 2:-1.307694 3:0.27456808 
+1 1:-4.745015 2:0.2961893 3:0.5760834 
+1 1:-3.2229433 2:-1.8620324 3:0.84508395 
+1 1:0.04310894 2:-3.0655618 3:2.1190455 
+1 1:5.685729 2:-5.067209 3:1.86052 
+1 1:9.440008 2:-6.1631436 3:-2.152756 
+1 1:8.385508 2:-1.3789964 3:-3.0164678 
+1 1:-11.015073 2:11.411957 3:7.902069 
+1 1:-9.747864 2:5.30184 3:0.94937134 
+1 1:-5.6643367 2:1.4052391 3:-5.0592537 
+1 1:-1.9757043 2:-1.7053988 3:-5.1173944 
+1 1:6.415312 2:-8.793789 3:-8.753448 
+1 1:7.088243 2:-9.559324 3:-3.1940982 
+1 1:0.60364246 2:-5.307458 3:-2.744071 
+1 1:-4.900642 2:-2.150846 3:-2.2982533 
+1 1:-3.7449498 2:-2.6912904 3:-4.310648 
+1 1:-4.7998166 2:-1.5295401 3:-1.7851558 
+1 1:0.8331623 2:-3.211648 3:2.3110528 
+1 1:1.9700222 2:3.1293445 3:-1.0104334 
+1 1:-4.4578066 2:0.7091694 3:-0.50393295 
+1 1:3.8902454 2:0.8576646 3:-1.6839329 
+1 1:1.1547823 2:-0.1650343 3:0.87961584 
+1 1:0.042107582 2:1.2647355 3:-2.0485141 
+1 1:-1.6365175 2:3.1582742 3:-3.5643566 
+1 1:1.2490463 2:0.73381186 3:-1.28783 
+1 1:4.373188 2:-1.6772599 3:0.07269649 
+1 1:3.5410357 2:-4.632348 3:3.8173392 
+1 1:6.0717 2:-3.5023222 3:1.1485357 
+1 1:3.27911 2:-3.8259501 3:1.7157295 
+1 1:1.0466757 2:-5.1482763 3:2.3288476 
+1 1:0.08284092 2:-5.6121335 3:-1.3340489 
+1 1:1.406621 2:-5.102413 3:-0.0945967 
+1 1:3.5608368 2:-3.4041262 3:0.05695726 
+1 1:0.96768 2:-2.042294 3:2.3602147 
+1 1:-9.125821 2:-1.528275 3:-2.7407517 
+1 1:-8.062753 2:-2.495482 3:-1.9093785 
+1 1:-9.628726 2:-4.5571184 3:-0.4685715 
+1 1:-2.1247864 2:-4.906837 3:-0.28126046 
+1 1:-1.0256953 2:-3.0999618 3:-0.44117478 
+1 1:0.6134777 2:-1.5538116 3:0.40810916 
+1 1:2.4789963 2:-2.4516282 3:1.2775319 
+1 1:1.9882774 2:-2.5908198 3:2.2971294 
+1 1:4.8294315 2:0.021175385 3:-1.9680803 
+1 1:0.39578724 2:1.5125756 3:-0.7635304 
+1 1:-0.5689683 2:2.6829696 3:-2.9576242 
+1 1:4.452956 2:0.22352076 3:-5.4763274 
+1 1:7.1053896 2:-5.203631 3:3.0168614 
+1 1:-9.169081 2:-1.6738238 3:-3.86425 
+1 1:-7.10665 2:-0.9057393 3:-0.45253998 
+1 1:-6.2299333 2:-2.4730563 3:-0.43839097 
+1 1:-3.824843 2:-3.284099 3:-2.0388665 
+1 1:-9.92884 2:9.868362 3:3.5459895 
-1 1:-0.04378146 2:0.07766935 3:-0.27252865 
-1 1:0.028271496 2:-0.06960734 3:0.067424774 
-1 1:0.0600546 2:-0.058692753 3:0.12012863 
-1 1:0.12676346 2:-0.030027688 3:0.07704353 
-1 1:0.03905365 2:-0.034169175 3:0.04834938 
-1 1:0.04018867 2:-0.062789924 3:0.096199036 
-1 1:0.086122155 2:-0.052135684 3:0.05793476 
-1 1:0.08102462 2:-0.1381115 3:0.105843544 
-1 1:0.04808277 2:-0.05274629 3:0.072200775 
-1 1:0.18943462 2:0.1671618 3:0.0050373077 
-1 1:0.12845802 2:-0.058448963 3:0.12950325 
-1 1:0.091721356 2:-0.082657 3:0.110305786 
-1 1:0.11833167 2:-0.08846727 3:0.12939262 
-1 1:0.13446161 2:-0.08376742 3:0.0527277 
-1 1:0.09634104 2:-0.045070827 3:0.0910244 
-1 1:0.035636455 2:-0.102305904 3:0.1675911 
-1 1:0.055160165 2:-0.07295592 3:0.09574795 
-1 1:0.05497101 2:-0.06856124 3:0.08618069 
-1 1:0.10221556 2:-0.049992196 3:0.071840286 
-1 1:0.06496933 2:-0.05008667 3:0.12448311 
-1 1:0.08599782 2:-0.05560557 3:0.10528374 
-1 1:0.05212733 2:-0.09447855 3:0.100512505 
-1 1:0.057225943 2:-0.07141024 3:0.12445545 
-1 1:0.046032876 2:-0.07454428 3:0.095752716 
-1 1:0.14220494 2:-0.1320597 3:0.07658768 
-1 1:0.08384487 2:-0.098187305 3:0.12928295 
-1 1:0.07471722 2:-0.030737057 3:0.12447643 
-1 1:0.06903052 2:-0.060597226 3:0.14366913 
-1 1:0.04466921 2:-0.05064071 3:0.13409996 
-1 1:0.06297818 2:-0.093412206 3:0.09102535 
-1 1:0.074435174 2:-0.026654378 3:0.13885784 
-1 1:0.03255233 2:-0.09247999 3:0.07177067 
-1 1:0.05197385 2:-0.08782059 3:0.110072136 
-1 1:0.05206901 2:-0.07581408 3:0.13877201 
-1 1:0.11167753 2:-0.047233246 3:0.10040474 
-1 1:0.077456325 2:-0.11441409 3:0.057331085 
-1 1:0.09249276 2:-0.051935997 3:0.038155556 
-1 1:0.06544131 2:-0.08549378 3:0.15781784 
-1 1:0.08419025 2:-0.04177718 3:0.07641983 
-1 1:0.09162781 2:-0.051638704 3:0.1626749 
-1 1:0.053031027 2:-0.059901364 3:0.114785194 
-1 1:0.08137423 2:-0.11758345 3:0.17704773 
-1 1:0.09215975 2:-0.06911048 3:0.13391113 
-1 1:0.06452504 2:-0.122350775 3:0.13867474 
-1 1:0.10167104 2:-0.03039258 3:0.119543076 
-1 1:0.07750937 2:-0.04892124 3:0.09560108 
-1 1:0.10796127 2:-0.068193205 3:0.090764046 
-1 1:0.04049343 2:-0.052223183 3:0.11949062 
-1 1:-0.085259065 2:-0.07462599 3:0.14824009 
-1 1:0.13972282 2:-0.06293677 3:0.086110115 
-1 1:0.117517084 2:-0.06883453 3:0.07184601 
-1 1:0.17019203 2:-0.019683942 3:0.06225586 
-1 1:0.08387661 2:-0.05246576 3:0.12928867 
-1 1:0.101825565 2:-0.08107677 3:0.105381966 
-1 1:0.08337447 2:-0.08610004 3:0.09578705 
-1 1:0.049978524 2:-0.16707197 3:0.21548843 
-1 1:-0.00742206 2:-0.113642804 3:0.15322971 
-1 1:0.03770688 2:-0.08893557 3:0.1483736 
-1 1:0.07756674 2:-0.050216503 3:0.09086323 
-1 1:0.090762794 2:-0.0545112 3:0.11004639 
-1 1:-0.026178837 2:-0.04906021 3:0.18671322 
-1 1:-0.020255238 2:-0.058994792 3:0.15795326 
-1 1:0.027732253 2:-0.006140992 3:0.038146973 
-1 1:0.057309955 2:-0.111278445 3:0.15779781 
-1 1:0.03621614 2:-0.14314127 3:0.114658356 
