+1 1:-3.8289986 2:-0.8349166 3:0.7800199 4:-4.055488 5:0.7241657 6:0.8024378 
+1 1:7.611964 2:-5.857945 3:-2.8144364 4:5.9083796 5:-3.4390903 6:-2.233615 
+1 1:7.3509903 2:-0.47851133 3:-3.7151291 4:4.517925 5:1.5522747 6:-2.507446 
+1 1:3.6704445 2:-0.6924801 3:-1.0560986 4:0.66990304 5:1.0706449 6:0.12126756 
+1 1:2.5928812 2:1.0206618 3:-2.7298975 4:-0.32612824 5:2.2270293 6:-1.2420251 
+1 1:4.3106594 2:-3.1036901 3:3.3503027 4:1.1133199 5:-1.517858 6:3.8705401 
+1 1:-8.938578 2:-1.6242805 3:2.013742 4:-9.708734 5:-0.030758739 6:2.0271835 
+1 1:6.989439 2:-5.8608108 3:0.14558315 4:4.9754267 5:-3.4138312 6:0.1272198 
+1 1:-2.3515863 2:-4.7454963 3:-0.29664493 4:-3.4924793 5:-1.8388133 6:-0.25200662 
+1 1:-5.7409754 2:-3.8149548 3:0.38696766 4:-5.5054946 5:-0.72661734 6:0.34528476 
+1 1:0.72436666 2:-3.856296 3:1.4542695 4:0.76787794 5:-0.614367 6:1.1300694 
+1 1:10.013389 2:-5.9171357 3:-0.6865119 4:8.04552 5:-2.1401653 6:-0.80856967 
+1 1:8.518118 2:-0.4135766 3:-6.1715393 4:5.2401996 5:2.690715 6:-5.034878 
+1 1:5.909931 2:1.266398 3:-5.1205716 4:2.1056104 5:3.496552 6:-3.187128 
+1 1:4.670715 2:1.433177 3:-5.528679 4:0.69311523 5:2.930665 6:-2.8761883 
+1 1:1.0844197 2:1.5138378 3:-3.4283445 4:-2.314544 5:2.4090605 6:-0.62068295 
+1 1:6.242693 2:-4.1994615 3:0.6349493 4:2.2749834 5:-2.643391 6:2.7540889 
+1 1:2.4273143 2:-6.201715 3:3.6940508 4:-1.2323163 5:-3.7165155 6:4.6505523 
+1 1:-1.8574781 2:-2.7069411 3:0.5314555 4:-4.413687 5:-0.17739344 6:1.1903656 
+1 1:-11.309372 2:-2.0741048 3:0.61256206 4:-11.092465 5:0.36435437 6:1.0171777 
+1 1:-0.52546597 2:-3.8313365 3:2.2045689 4:-0.24684733 5:-1.1143019 6:2.0873477 
+1 1:2.9335995 2:-5.928926 3:0.71743035 4:2.5697746 5:-2.5695133 6:0.48016733 
+1 1:9.193134 2:-7.4790235 3:0.84064496 4:7.0634475 5:-3.2956886 6:0.48270553 
+1 1:5.5296483 2:1.5408273 3:-1.6501393 4:2.7199693 5:4.57933 6:-1.606463 
+1 1:6.6593766 2:1.2646337 3:-4.070898 4:3.0797582 5:3.4425092 6:-3.2217774 
+1 1:2.3256764 2:0.17338753 3:-1.0083921 4:-1.0031538 5:1.8810104 6:-0.1274172 
+1 1:1.4689579 2:0.8534131 3:-4.0995264 4:-1.4878979 5:2.0488288 6:-2.5748413 
+1 1:3.8014698 2:-0.73101664 3:-2.7689416 4:0.6756911 5:0.37151933 6:-0.9954052 
+1 1:4.470441 2:-1.1845126 3:-2.6899757 4:1.0757298 5:-0.06558132 6:-0.73315144 
+1 1:7.50511 2:-6.195964 3:-0.32177258 4:3.288319 5:-4.061626 6:1.3080415 
+1 1:3.3509293 2:-4.3617673 3:0.6492468 4:-0.69268894 5:-1.7819436 6:1.8232487 
+1 1:-9.757096 2:-1.77918 3:0.26945043 4:-11.040571 5:0.64051485 6:1.1547618 
+1 1:-6.6266794 2:-4.7774158 3:1.9107339 4:-6.328124 5:-1.8861766 6:2.2368364 
+1 1:-1.6260514 2:-2.7179537 3:1.9715284 4:-1.0619967 5:0.13862848 6:1.8381047 
+1 1:0.9025941 2:-2.8731966 3:2.6143844 4:1.173319 5:-0.013291597 6:1.9847686 
+1 1:8.260317 2:-5.970565 3:0.21676993 4:6.8248334 5:-2.4885278 6:-0.33027673 
+1 1:7.24464 2:-2.0950432 3:-1.4727037 4:4.6473255 5:1.1095953 6:-1.6158003 
+1 1:8.681742 2:-0.8523483 3:-5.0022783 4:4.867542 5:1.8818324 6:-4.1163 
+1 1:6.8740525 2:2.3554533 3:-5.081729 4:2.4478822 5:4.0717072 6:-3.3566005 
+1 1:5.972152 2:1.6407552 3:-5.2380843 4:1.2367854 5:2.6856074 6:-2.8103647 
+1 1:3.3828506 2:-0.8134084 3:-3.4518347 4:-1.0820131 5:0.18515515 6:-0.81929207 
+1 1:1.2043862 2:1.4058228 3:-4.9375186 4:-2.608382 5:1.9235091 6:-1.8439808 
+1 1:3.718955 2:-0.79263306 3:-1.7147679 4:-0.075050354 5:-0.21995741 6:1.1030159 
+1 1:10.884279 2:-4.4253535 3:-1.0441797 4:5.6722193 5:-3.0821424 6:1.4188833 
+1 1:6.249162 2:-3.965302 3:1.8436824 4:0.8296819 5:-2.0976727 6:3.4453964 
+1 1:6.9561796 2:-7.7741785 3:-0.33012176 4:1.2293596 5:-4.7252398 6:1.0172737 
+1 1:9.061987 2:-5.666974 3:-1.876076 4:2.6681337 5:-2.094428 6:-0.42294443 
+1 1:6.7421803 2:-8.26632 3:2.492581 4:0.27866173 5:-3.7550197 6:3.15657 
+1 1:2.603128 2:-2.8894658 3:1.5649005 4:-3.0883126 5:1.2974677 6:1.7831117 
+1 1:-6.9631248 2:-0.8073611 3:-1.3512759 4:-10.123652 5:2.703658 6:-0.90645176 
+1 1:-4.5672784 2:-3.844832 3:1.468026 4:-6.182245 5:-0.26705027 6:1.5302802 
+1 1:-2.1171465 2:-2.2057557 3:1.8614047 4:-2.9856906 5:1.0976207 6:1.5389271 
+1 1:1.3866177 2:-3.56116 3:0.87745476 4:0.414459 5:-0.20622683 6:0.44398174 
+1 1:7.09104 2:-6.0789714 3:0.8038275 4:4.8951054 5:-2.1792307 6:0.2962836 
+1 1:9.736406 2:-5.98551 3:-1.4093542 4:6.0323772 5:-1.6686153 6:-1.5335186 
+1 1:6.812279 2:-1.228086 3:-4.891964 4:2.4866004 5:2.471047 6:-4.0129027 
+1 1:-4.4121056 2:-1.4439979 3:0.6553123 4:-6.9902277 5:1.8041081 6:1.2274988 
+1 1:-6.9944773 2:-1.307694 3:0.27456808 4:-7.6580796 5:1.5523295 6:0.6774037 
+1 1:-4.745015 2:0.2961893 3:0.5760834 4:-4.3268943 5:2.5249703 6:0.78313524 
+1 1:-3.2229433 2:-1.8620324 3:0.84508395 4:-2.2438579 5:0.29339886 6:0.84170866 
+1 1:0.04310894 2:-3.0655618 3:2.1190455 4:0.8177555 5:-0.72810435 6:1.6925361 
+1 1:5.685729 2:-5.067209 3:1.86052 4:5.1683006 5:-2.1838012 6:1.1472086 
+1 1:9.440008 2:-6.1631436 3:-2.152756 4:7.138064 5:-2.6237888 6:-2.2928538 
+1 1:8.385508 2:-1.3789964 3:-3.0164678 4:4.866851 5:1.7282867 6:-2.5252526 
+1 1:-11.015073 2:11.411957 3:7.902069 4:-11.626984 5:11.615392 6:6.7146273 
+1 1:-9.747864 2:5.30184 3:0.94937134 4:-8.28782 5:4.40422 6:-0.19045615 
+1 1:-5.6643367 2:1.4052391 3:-5.0592537 4:-3.3634343 5:0.4060955 6:-4.9592648 
+1 1:-1.9757043 2:-1.7053988 3:-5.1173944 4:0.26015842 5:-2.163634 6:-4.0139246 
+1 1:6.415312 2:-8.793789 3:-8.753448 4:6.9209394 5:-7.4016194 6:-6.1199822 
+1 1:7.088243 2:-9.559324 3:-3.1940982 4:6.0750966 5:-6.533724 6:-0.44850636 
+1 1:0.60364246 2:-5.307458 3:-2.744071 4:-0.32760304 5:-1.825486 6:0.0012168884 
+1 1:-4.900642 2:-2.150846 3:-2.2982533 4:-4.66551 5:1.0649006 6:0.35762763 
+1 1:-3.7449498 2:-2.6912904 3:-4.310648 4:-2.8078544 5:0.41956496 6:-1.3238134 
+1 1:-4.7998166 2:-1.5295401 3:-1.7851558 4:-3.090177 5:1.2650523 6:0.96134305 
+1 1:0.8331623 2:-3.211648 3:2.3110528 4:2.0342417 5:-0.3336444 6:4.0460415 
+1 1:1.9700222 2:3.1293445 3:-1.0104334 4:2.5368814 5:4.8058786 6:0.5796441 
+1 1:-4.4578066 2:0.7091694 3:-0.50393295 4:-3.1127582 5:1.9085629 6:0.8689157 
+1 1:3.8902454 2:0.8576646 3:-1.6839329 4:4.1882353 5:1.6456465 6:-0.24886739 
+1 1:1.1547823 2:-0.1650343 3:0.87961584 4:1.1622176 5:0.49835807 6:1.8517451 
+1 1:0.042107582 2:1.2647355 3:-2.0485141 4:0.03963437 5:1.5425023 6:-0.8611078 
+1 1:-1.6365175 2:3.1582742 3:-3.5643566 4:-1.3111926 5:2.748833 6:-1.9015603 
+1 1:1.2490463 2:0.73381186 3:-1.28783 4:1.259497 5:0.25949645 6:0.299973 
+1 1:4.373188 2:-1.6772599 3:0.07269649 4:3.506911 5:-1.7212603 6:1.3283997 
+1 1:3.5410357 2:-4.632348 3:3.8173392 4:2.139807 5:-3.7410789 6:4.058434 
+1 1:6.0717 2:-3.5023222 3:1.1485357 4:3.7363772 5:-2.0888424 6:1.1117045 
+1 1:3.27911 2:-3.8259501 3:1.7157295 4:0.7550297 5:-1.9299762 6:1.3431185 
+1 1:1.0466757 2:-5.1482763 3:2.3288476 4:-1.1819236 5:-2.601842 6:1.5649894 
+1 1:0.08284092 2:-5.6121335 3:-1.3340489 4:-1.7166067 5:-2.4525595 6:-1.6783257 
+1 1:1.406621 2:-5.102413 3:-0.0945967 4:-0.31426132 5:-1.5542715 6:-0.35109878 
+1 1:3.5608368 2:-3.4041262 3:0.05695726 4:1.4719636 5:0.11521244 6:-0.15963586 
+1 1:0.96768 2:-2.042294 3:2.3602147 4:-0.89695454 5:1.1816356 6:1.7148973 
+1 1:-9.125821 2:-1.528275 3:-2.7407517 4:-8.792365 5:1.3565238 6:-2.7088554 
+1 1:-8.062753 2:-2.495482 3:-1.9093785 4:-6.1834373 5:0.31145358 6:-1.5019858 
+1 1:-9.628726 2:-4.5571184 3:-0.4685715 4:-6.199528 5:-1.4001462 6:-0.048942983 
+1 1:-2.1247864 2:-4.906837 3:-0.28126046 4:1.0435293 5:-1.3998919 6:0.11069447 
+1 1:-1.0256953 2:-3.0999618 3:-0.44117478 4:1.7140963 5:0.32558656 6:-0.03937587 
+1 1:0.6134777 2:-1.5538116 3:0.40810916 4:2.6826155 5:1.4973893 6:0.64792645 
+1 1:2.4789963 2:-2.4516282 3:1.2775319 4:3.6385074 5:0.47965813 6:1.2138793 
+1 1:1.9882774 2:-2.5908198 3:2.2971294 4:2.518231 5:0.2723732 6:1.7867815 
+1 1:4.8294315 2:0.021175385 3:-1.9680803 4:4.287508 5:2.3074949 6:-1.9827425 
+1 1:0.39578724 2:1.5125756 3:-0.7635304 4:-0.11690891 5:3.0391161 6:-0.6225541 
+1 1:-0.5689683 2:2.6829696 3:-2.9576242 4:-0.8653316 5:3.367608 6:-2.2533183 
+1 1:4.452956 2:0.22352076 3:-5.4763274 4:3.3252745 5:0.72652745 6:-3.8176174 
+1 1:7.1053896 2:-5.203631 3:3.0168614 4:4.7821665 5:-3.7604995 6:3.7404573 
+1 1:-9.169081 2:-1.6738238 3:-3.86425 4:-9.193844 5:-0.18455398 6:-2.5125234 
+1 1:-7.10665 2:-0.9057393 3:-0.45253998 4:-5.70513 5:0.4668244 6:0.7193492 
+1 1:-6.2299333 2:-2.4730563 3:-0.43839097 4:-3.862731 5:-0.8803941 6:0.58679855 
+1 1:-3.824843 2:-3.284099 3:-2.0388665 4:-1.1661124 5:-1.3531497 6:-0.8109416 
+1 1:-9.92884 2:9.868362 3:3.5459895 4:-5.8160877 5:9.439449 6:3.8191316 
-1 1:-0.04378146 2:0.07766935 3:-0.27252865 4:3.2551765 5:-0.2809947 6:4.9075484E-4 
-1 1:0.028271496 2:-0.06960734 3:0.067424774 4:2.6617837 5:-0.34261712 6:0.27235535 
-1 1:0.0600546 2:-0.058692753 3:0.12012863 4:2.1548536 5:-0.26536202 6:0.26004738 
-1 1:0.12676346 2:-0.030027688 3:0.07704353 4:1.77725 5:-0.18935756 6:0.17356983 
-1 1:0.03905365 2:-0.034169175 3:0.04834938 4:1.3516322 5:-0.15479925 6:0.11590054 
-1 1:0.04018867 2:-0.062789924 3:0.096199036 4:1.0822139 5:-0.146736 6:0.13100016 
-1 1:0.086122155 2:-0.052135684 3:0.05793476 4:0.9025179 5:-0.10886541 6:0.07418871 
-1 1:0.08102462 2:-0.1381115 3:0.105843544 4:0.7179364 5:-0.15587299 6:0.09767799 
-1 1:0.04808277 2:-0.05274629 3:0.072200775 4:0.5479956 5:-0.056406215 6:0.05122818 
-1 1:0.18943462 2:0.1671618 3:0.0050373077 4:0.551478 5:0.1308015 6:-0.012748228 
-1 1:0.12845802 2:-0.058448963 3:0.12950325 4:0.39240113 5:-0.07584742 6:0.08937417 
-1 1:0.091721356 2:-0.082657 3:0.110305786 4:0.2845316 5:-0.08004437 6:0.05614137 
-1 1:0.11833167 2:-0.08846727 3:0.12939262 4:0.24891351 5:-0.068683706 6:0.06018257 
-1 1:0.13446161 2:-0.08376742 3:0.0527277 4:0.21203476 5:-0.051187087 6:-0.013185881 
-1 1:0.09634104 2:-0.045070827 3:0.0910244 4:0.13913137 5:-0.009992395 6:0.020088658 
-1 1:0.035636455 2:-0.102305904 3:0.1675911 4:0.06274142 5:-0.05378198 6:0.077324286 
-1 1:0.055160165 2:-0.07295592 3:0.09574795 4:0.0658121 5:-0.019545596 6:0.0043849126 
-1 1:0.05497101 2:-0.06856124 3:0.08618069 4:0.05249836 5:-0.012120731 6:-0.0041458756 
-1 1:0.10221556 2:-0.049992196 3:0.071840286 4:0.07979433 5:0.005158648 6:-0.0147890225 
-1 1:0.06496933 2:-0.05008667 3:0.12448311 4:0.03403848 5:0.0040513426 6:0.030283041 
-1 1:0.08599782 2:-0.05560557 3:0.10528374 4:0.044053577 5:-0.0011740476 6:0.008866936 
-1 1:0.05212733 2:-0.09447855 3:0.100512505 4:0.008146469 5:-0.03203762 6:0.0032765642 
-1 1:0.057225943 2:-0.07141024 3:0.12445545 4:0.010596063 5:-0.007175453 6:0.021775603 
-1 1:0.046032876 2:-0.07454428 3:0.095752716 4:-4.7760457E-4 5:-0.008247599 6:-0.0055417046 
-1 1:0.14220494 2:-0.1320597 3:0.07658768 4:0.076555565 5:-0.052610412 6:-0.0197654 
-1 1:0.08384487 2:-0.098187305 3:0.12928295 4:0.014556393 5:-0.014990419 6:0.026343897 
-1 1:0.07471722 2:-0.030737057 3:0.12447643 4:0.0043429956 5:0.04196787 6:0.0172299 
-1 1:0.06903052 2:-0.060597226 3:0.14366913 4:-0.0010749623 5:0.009686157 6:0.029138073 
-1 1:0.04466921 2:-0.05064071 3:0.13409996 4:-0.020349018 5:0.015714139 6:0.015655123 
-1 1:0.06297818 2:-0.093412206 3:0.09102535 4:-0.0016320422 5:-0.021645889 6:-0.02193559 
-1 1:0.074435174 2:-0.026654378 3:0.13885784 4:0.007859968 5:0.036089547 6:0.020717517 
-1 1:0.03255233 2:-0.09247999 3:0.07177067 4:-0.0272183 5:-0.023788854 6:-0.037095726 
-1 1:0.05197385 2:-0.08782059 3:0.110072136 4:-0.0062374286 5:-0.015303567 6:9.6459687E-4 
-1 1:0.05206901 2:-0.07581408 3:0.13877201 4:-0.0049138144 5:-0.002637647 6:0.023731574 
-1 1:0.11167753 2:-0.047233246 3:0.10040474 4:0.04375577 5:0.020754553 6:-0.011708558 
-1 1:0.077456325 2:-0.11441409 3:0.057331085 4:0.007627651 5:-0.037141033 6:-0.043825775 
-1 1:0.09249276 2:-0.051935997 3:0.038155556 4:0.018131271 5:0.020269651 6:-0.05040104 
-1 1:0.06544131 2:-0.08549378 3:0.15781784 4:-0.0071361437 5:-0.010630511 6:0.055409 
-1 1:0.08419025 2:-0.04177718 3:0.07641983 4:0.009290233 5:0.026468873 6:-0.02079121 
-1 1:0.09162781 2:-0.051638704 3:0.1626749 4:0.013382234 5:0.013285879 6:0.052371092 
-1 1:0.053031027 2:-0.059901364 3:0.114785194 4:-0.020171642 5:0.004018575 6:0.0035851002 
-1 1:0.08137423 2:-0.11758345 3:0.17704773 4:0.0065372437 5:-0.04293081 6:0.05267811 
-1 1:0.09215975 2:-0.06911048 3:0.13391113 4:0.013858214 5:0.0044337288 6:0.007633209 
-1 1:0.06452504 2:-0.122350775 3:0.13867474 4:-0.011021197 5:-0.039045252 6:0.009917453 
-1 1:0.10167104 2:-0.03039258 3:0.119543076 4:0.020899847 5:0.042330362 6:-0.007371366 
-1 1:0.07750937 2:-0.04892124 3:0.09560108 4:-0.002609454 5:0.019041363 6:-0.025050692 
-1 1:0.10796127 2:-0.068193205 3:0.090764046 4:0.02227395 5:-1.8448383E-4 6:-0.023910187 
-1 1:0.04049343 2:-0.052223183 3:0.11949062 4:-0.036155112 5:0.012628429 6:0.0038531125 
-1 1:-0.085259065 2:-0.07462599 3:0.14824009 4:-0.12952608 5:-0.007819504 6:0.026082069 
-1 1:0.13972282 2:-0.06293677 3:0.086110115 4:0.076364644 5:0.0030957758 6:-0.028838329 
-1 1:0.117517084 2:-0.06883453 3:0.07184601 4:0.043327123 5:-0.0022415891 6:-0.034481943 
-1 1:0.17019203 2:-0.019683942 3:0.06225586 4:0.07680166 5:0.037527196 6:-0.035257675 
-1 1:0.08387661 2:-0.05246576 3:0.12928867 4:-0.0076110065 5:0.0037963055 6:0.025420114 
-1 1:0.101825565 2:-0.08107677 3:0.105381966 4:0.0082703605 5:-0.019851767 6:0.0012107193 
-1 1:0.08337447 2:-0.08610004 3:0.09578705 4:-0.008144587 5:-0.019900031 6:-0.006707363 
-1 1:0.049978524 2:-0.16707197 3:0.21548843 4:-0.033232428 5:-0.080697566 6:0.09039521 
-1 1:-0.00742206 2:-0.113642804 3:0.15322971 4:-0.07250641 5:-0.021814726 6:0.022509187 
-1 1:0.03770688 2:-0.08893557 3:0.1483736 4:-0.02190198 5:0.0023140088 6:0.014122456 
-1 1:0.07756674 2:-0.050216503 3:0.09086323 4:0.014366306 5:0.03282646 6:-0.034710333 
-1 1:0.090762794 2:-0.0545112 3:0.11004639 4:0.022049889 5:0.022825416 6:-0.012421742 
-1 1:-0.026178837 2:-0.04906021 3:0.18671322 4:-0.07591339 5:0.022621125 6:0.051396072 
-1 1:-0.020255238 2:-0.058994792 3:0.15795326 4:-0.055991836 5:0.010149233 6:0.01810889 
-1 1:0.027732253 2:-0.006140992 3:0.038146973 4:-0.006403476 5:0.05040243 6:-0.08135792 
-1 1:0.057309955 2:-0.111278445 3:0.15779781 4:0.018539384 5:-0.043788023 6:0.030634344 
-1 1:0.03621614 2:-0.14314127 3:0.114658356 4:-0.0020435452 5:-0.06052068 6:-0.010004088 
