+1 1:0.7751616 2:-0.12800694 3:4.765374 4:0.4902653 5:0.04181786 6:3.5062542 
+1 1:0.611801 2:-1.957375 3:-2.3893714 4:0.26152378 5:-1.4300402 6:-2.9187932 
+1 1:1.7890154 2:1.6907701 3:2.492659 4:1.1509906 5:1.7744839 6:1.57059 
+1 1:-2.3017004 2:-2.368939 3:-1.8142753 4:-2.3517802 5:-1.8281801 6:-2.1890755 
+1 1:-1.1433368 2:1.1931534 3:0.5847039 4:-0.95473325 5:1.3871298 6:0.16792288 
+1 1:0.48076233 2:-0.54382324 3:-2.1223583 4:0.53549266 5:-0.27987745 6:-2.0313115 
+1 1:-0.35507178 2:1.2596388 3:-1.024642 4:-0.24027316 5:1.2188677 6:-0.7468761 
-1 1:-2.0042028 2:-0.044864178 3:-1.7384477 4:-1.5115234 5:-0.06850822 6:-1.1685455 
-1 1:1.1964254 2:0.2251215 3:-0.17192698 4:1.3512839 5:0.16118196 6:0.31838015 
-1 1:-0.18660533 2:0.14975023 3:0.09006262 4:-0.02539748 5:0.06864856 6:0.4642958 
-1 1:0.46139646 2:0.023795128 3:1.7206087 4:0.49808347 5:-0.04584524 6:1.6758735 
-1 1:2.500926 2:-0.45344353 3:2.7329307 4:2.0300903 5:-0.41846713 6:2.1505566 
-1 1:-0.5591785 2:-0.04942131 3:-0.59679365 4:-0.82401127 5:-0.011555925 6:-0.94333434 
-1 1:-10.119862 2:4.714652 3:5.1719503 4:-8.307755 5:3.802014 6:3.8603277 
-1 1:-6.049074 2:0.67016506 3:4.4204707 4:-3.3895745 5:-0.19397837 6:2.4870787 
-1 1:-3.2548263 2:-0.35840988 3:2.6847258 4:-0.47626138 5:-0.97804266 6:0.60106707 
-1 1:-1.8043827 2:-0.42996407 3:1.5157466 4:0.77934587 5:-0.83967745 6:-0.45432973 
-1 1:-0.85713243 2:-0.28526306 3:0.8273541 4:1.3812771 5:-0.55598116 6:-0.9141779 
-1 1:-0.39296198 2:-0.21272182 3:0.67521685 4:1.476358 5:-0.38675195 6:-0.8530521 
-1 1:-0.2900312 2:-0.15348053 3:0.398952 4:1.2634312 5:-0.26200855 6:-0.90345347 
-1 1:0.040367126 2:-0.12378311 3:0.16762832 4:1.2750636 5:-0.1858489 6:-0.9078218 
-1 1:-0.05283642 2:-0.064126015 3:0.2372092 4:0.9454881 5:-0.100953445 6:-0.6705927 
-1 1:-0.4150102 2:-0.1971798 3:-0.20740795 4:0.46665144 5:-0.18720578 6:-0.89216787 
-1 1:0.3119638 2:-0.025791168 3:0.077013135 4:0.9549004 5:-0.012653725 6:-0.4861974 
-1 1:2.572586 2:-0.7514248 3:-1.4474616 4:2.5724182 5:-0.5906299 6:-1.6085377 
-1 1:0.16094041 2:-0.46773624 3:2.3360734 4:0.128618 5:-0.24555308 6:1.7399979 
-1 1:-5.984212 2:-2.7768984 3:4.8479548 4:-4.8132277 5:-2.0437722 6:3.4015036 
-1 1:0.5970782 2:-1.104702 3:5.521155 4:1.4144502 5:-0.29726064 6:3.2597628 
-1 1:0.40138412 2:-0.0057430267 3:0.28950274 4:0.9750048 5:0.6413587 6:-1.5775115 
-1 1:-0.1442101 2:-0.10766506 3:-0.5321274 4:0.34352848 5:0.4315493 6:-1.9193133 
-1 1:-0.20163012 2:-0.16776466 3:0.24191523 4:0.22888678 5:0.2971598 6:-0.9162165 
-1 1:-0.0136396885 2:-0.025047302 3:0.015202284 4:0.33350176 5:0.35190174 6:-0.91434354 
-1 1:-0.19281626 2:-0.032086372 3:-0.16858542 4:0.123460144 5:0.27589014 6:-0.878505 
-1 1:-0.07362461 2:0.037504196 3:-0.6509762 4:0.19412142 5:0.27638456 6:-1.0887166 
-1 1:-0.18634272 2:-0.10975361 3:0.17779481 4:0.065122664 5:0.103301406 6:-0.2079565 
-1 1:-0.0032906532 2:-0.0621624 3:0.17513669 4:0.19853978 5:0.1207141 6:-0.16849169 
-1 1:-0.09786296 2:-0.018158913 3:0.0887655 4:0.083173975 5:0.13177407 6:-0.2038903 
-1 1:0.019596577 2:-0.11707592 3:-0.038767338 4:0.16050681 5:0.026285648 6:-0.2651385 
-1 1:-0.11182165 2:-0.044636726 3:-0.025144577 4:0.023270875 5:0.07897987 6:-0.20121261 
-1 1:-0.096814156 2:-0.008997917 3:0.03658557 4:0.03062269 5:0.09169494 6:-0.111585975 
+1 1:-0.5664109 2:-3.3241367 3:1.802283 4:-0.35117924 5:-2.5787551 6:1.3232892 
+1 1:2.2569427 2:-3.6860743 3:3.389453 4:1.9777396 5:-2.352554 6:2.3283672 
+1 1:1.3622603 2:-3.4459724 3:7.2702117 4:0.8664457 5:-1.6899618 6:4.967301 
+1 1:1.5197436 2:1.4524741 3:1.2223558 4:0.8191432 5:2.5667877 6:-0.864444 
+1 1:0.019484103 2:0.24496794 3:0.23869038 4:-0.544893 5:1.0874254 6:-1.4784876 
+1 1:-1.1531352 2:-2.0606961 3:-4.227558 4:-1.3740098 5:-0.974591 6:-4.755789 
+1 1:0.06292963 2:-1.4404402 3:1.6923819 4:-0.12635604 5:-0.283468 6:0.9313208 
+1 1:14.851158 2:-0.11485052 3:-3.0529122 4:11.729498 5:0.8336973 6:-3.0511787 
+1 1:6.654947 2:-11.266758 3:-2.2592845 4:2.8266296 5:-8.254568 6:-1.8060408 
+1 1:-7.316866 2:-10.645546 3:1.7658765 4:-8.916146 5:-6.1066847 6:1.7752962 
+1 1:-9.862808 2:-2.4224129 3:0.08780575 4:-9.169671 5:1.6931586 6:0.07778034 
+1 1:-1.3606955 2:-2.641817 3:-2.1755285 4:-0.5340468 5:1.1790037 6:-1.7484431 
+1 1:-4.572598 2:-2.2949247 3:-3.0402682 4:-2.9967594 5:1.2207167 6:-2.0905461 
+1 1:-5.666734 2:3.6771593 3:-7.122682 4:-3.2727165 5:5.7542405 6:-4.9383683 
+1 1:0.6135386 2:1.847619 3:4.2286296 4:2.406045 5:3.1397603 6:5.130355 
+1 1:0.025529861 2:10.374674 3:-6.637358 4:1.454429 5:9.333452 6:-4.5885067 
+1 1:-0.60827136 2:2.1867537 3:-2.4651444 4:0.65650225 5:0.9164256 6:-0.33303428 
+1 1:-1.2495925 2:-4.426265 3:-0.2664451 4:0.012144804 5:-4.5572743 6:1.492532 
+1 1:2.4253402 2:-2.494071 3:-1.4505968 4:2.9496622 5:-2.1000645 6:0.24670434 
+1 1:1.134223 2:0.6496811 3:2.8808613 4:1.3268359 5:0.8349501 6:3.66253 
+1 1:2.3814185 2:4.2140603 3:-1.4975322 4:2.059225 5:3.5194635 6:-0.5726909 
+1 1:-0.0111916065 2:4.969297 3:-4.663848 4:-0.26670793 5:3.4197602 6:-2.9912052 
+1 1:-2.3038266 2:8.142979 3:4.0153446 4:-2.0474744 5:5.2747536 6:4.55039 
+1 1:-4.4099874 2:8.485318 3:-4.648486 4:-3.3229082 5:4.4936743 6:-3.290753 
+1 1:2.4053018 2:3.1528058 3:-0.05150286 4:2.7939048 5:-0.6710706 6:1.0449845 
+1 1:4.1089516 2:-3.6879187 3:5.9177265 4:3.598044 5:-6.009436 6:5.611371 
+1 1:0.69131327 2:-0.5884867 3:-2.2701979 4:0.14432442 5:-2.3280034 6:-2.0612426 
+1 1:-5.538496 2:6.662875 3:2.5676394 4:-4.868388 5:3.9386868 6:2.2212758 
+1 1:-6.2015557 2:-1.9151707 3:1.4179059 4:-4.4251585 5:-3.7114873 6:0.8572339 
+1 1:1.1091391 2:-0.5823517 3:-5.7622375 4:2.3084292 5:-1.9029346 6:-5.0583277 
+1 1:2.614516 2:0.71506786 3:-1.5703944 4:3.0510452 5:-0.48441207 6:-0.69318765 
+1 1:-1.0954435 2:1.329464 3:-5.2137856 4:-0.5271315 5:0.10398722 6:-3.469263 
+1 1:8.145847 2:-1.373579 3:-0.17209828 4:6.971328 5:-2.0792446 6:1.2579393 
+1 1:0.09993935 2:-2.3151932 3:-1.9417471 4:-0.8596644 5:-2.416687 6:-0.40936756 
+1 1:2.6872149 2:10.114756 3:-7.639585 4:1.3820889 5:8.01061 6:-4.8857646 
+1 1:3.3397703 2:-3.0797787 3:5.085594 4:1.6277156 5:-4.1471395 6:6.2715316 
+1 1:-5.3865595 2:4.16439 3:-3.8872247 4:-5.678891 5:2.4776232 6:-2.1610298 
+1 1:5.8891177 2:-6.6087112 3:-0.092791274 4:4.477429 5:-6.6363826 6:1.3067229 
+1 1:2.8572125 2:1.449542 3:-4.3891125 4:1.1564189 5:1.1374966 6:-2.3916786 
+1 1:-1.4786313 2:-0.20467186 3:-6.9610224 4:-2.54354 5:-0.41337386 6:-3.970871 
+1 1:7.0169287 2:-11.790173 3:8.103276 4:4.7616158 5:-9.5991 6:8.8747425 
+1 1:4.9006634 2:-7.151334 3:-1.7854712 4:2.1162806 5:-3.968209 6:-0.81120425 
+1 1:-0.33818913 2:-1.2408266 3:-3.5775273 4:-2.4980576 5:1.5538387 6:-2.0826082 
+1 1:-0.25582218 2:-0.5745716 3:-0.47696117 4:-1.9325526 5:1.7760751 6:0.81436634 
+1 1:0.68694055 2:1.8816385 3:-6.926237 4:-0.79183185 5:3.3858283 6:-4.507928 
+1 1:1.5647812 2:4.33451 3:-4.5565963 4:0.068807006 5:4.67096 6:-1.7106297 
+1 1:3.3509765 2:-9.516641 3:7.351813 4:1.4840019 5:-7.3441525 6:8.158224 
+1 1:-4.0252857 2:7.0735393 3:-2.7552893 4:-4.7138085 5:7.396822 6:-1.5591028 
+1 1:7.2169876 2:-6.7223988 3:-0.98891664 4:5.222772 5:-5.119293 6:0.16581595 
+1 1:4.342011 2:3.9809198 3:-3.3845212 4:1.8782363 5:4.4672203 6:-1.7838309 
+1 1:-8.416978 2:-8.046354 3:-4.024742 4:-8.704602 5:-6.048043 6:-1.9392414 
+1 1:6.786072 2:-7.150859 3:-2.6940513 4:5.198758 5:-4.122038 6:-0.4868405 
+1 1:-0.880702 2:8.107338 3:-6.4396954 4:-1.9744127 5:8.908927 6:-3.3859878 
+1 1:6.1683693 2:-7.3976 3:2.0607443 4:4.0597267 5:-5.2768087 6:4.091562 
+1 1:-2.030344 2:9.225407 3:-6.464797 4:-3.3111892 5:9.076959 6:-3.5471835 
+1 1:1.9409883 2:4.450119 3:-2.2728221 4:0.52811456 5:3.4413369 6:0.51583314 
+1 1:-6.271865 2:-4.8513107 3:3.5788302 4:-6.147791 5:-4.688074 6:5.0939884 
+1 1:-8.314279 2:-8.268919 3:-2.159634 4:-6.552164 5:-6.484546 6:-0.51558065 
+1 1:2.9301589 2:0.911211 3:-6.4151325 4:3.753819 5:2.156467 6:-3.8168633 
+1 1:-8.668742 2:-6.734066 3:0.2201193 4:-6.276066 5:-4.391048 6:2.254711 
+1 1:0.72273135 2:-7.108862 3:9.994026 4:2.4923263 5:-3.8126752 6:9.622894 
+1 1:1.7118328 2:-2.3242025 3:-1.1260711 4:2.785142 5:0.7775872 6:-1.1977624 
+1 1:1.449652 2:0.2035656 3:3.355837 4:2.0183692 5:2.6442842 6:2.6273167 
+1 1:7.2936516 2:3.6250887 3:2.3290858 4:6.289895 5:4.852646 6:1.2804524 
+1 1:-0.98306775 2:-1.977191 3:-5.7866883 4:-1.5894594 5:-0.599707 6:-5.4682574 
+1 1:7.2316575 2:-7.1246386 3:3.2494173 4:5.300213 5:-4.597724 6:2.8542786 
+1 1:1.2767981 2:-1.729435 3:0.04978484 4:-0.5237174 5:0.6379838 6:-0.27628317 
+1 1:3.3961678 2:0.2569456 3:8.523326 4:1.2765219 5:2.0994916 6:6.5578065 
+1 1:3.284193 2:2.3886342 3:-0.73013365 4:0.93163776 5:3.3849442 6:-2.1565225 
+1 1:6.947979 2:-7.8548 3:-2.099601 4:3.6763391 5:-5.4867926 6:-2.820792 
+1 1:0.6901605 2:-1.7140913 3:-0.2902102 4:-2.0651836 5:0.5231333 6:-0.8091209 
+1 1:-5.4319534 2:-3.9783669 3:-4.4834843 4:-6.549838 5:-1.3929138 6:-4.001916 
+1 1:5.8741493 2:-3.1352968 3:5.7455187 4:3.8050117 5:-0.43987513 6:4.9816694 
+1 1:-1.6636286 2:-1.1135035 3:-0.15502192 4:-2.986213 5:1.2655346 6:-0.73509675 
+1 1:3.9744344 2:4.158583 3:-4.178344 4:2.12148 5:5.230097 6:-3.806735 
+1 1:2.0529194 2:2.6186657 3:-7.5045676 4:0.15997195 5:2.9521437 6:-5.7063675 
+1 1:6.2053995 2:-6.2441444 3:2.9213703 4:3.4499617 5:-4.7285333 6:3.7756567 
+1 1:1.4847612 2:-2.0678024 3:-0.9361887 4:-1.0165412 5:-0.4417529 6:-0.06552184 
+1 1:2.530785 2:0.71370125 3:7.2287755 4:0.023586035 5:1.8718007 6:6.479554 
+1 1:4.1577883 2:-7.090851 3:0.33063912 4:1.3204713 5:-4.7462015 6:-0.33486593 
+1 1:-0.3853805 2:2.7664766 3:-7.2958884 4:-2.578158 5:4.088901 6:-6.369115 
+1 1:2.691299 2:6.8941913 3:-7.918186 4:0.3988173 5:6.5732927 6:-5.59313 
+1 1:3.1110868 2:-8.287287 3:-2.025624 4:0.6548841 5:-6.8865485 6:0.23954558 
+1 1:3.4803052 2:0.40481758 3:-1.6670994 4:0.81928205 5:1.4444447 6:0.47845614 
+1 1:2.672473 2:-7.1999397 3:-2.5624921 4:0.009159803 5:-4.9282503 6:-0.33354926 
+1 1:1.7771306 2:6.5427523 3:-6.9628096 4:-0.708946 5:7.0515537 6:-3.7870934 
+1 1:3.187139 2:0.22892952 3:-2.259615 4:0.5608499 5:0.5901847 6:0.73288083 
+1 1:-16.557 2:-6.368766 3:-7.5661955 4:-15.346631 5:-4.8060083 6:-3.6589599 
+1 1:4.0486565 2:5.1267037 3:-8.592226 4:4.20722 5:5.351569 6:-3.7479925 
+1 1:-3.6820712 2:-4.54827 3:1.245165 4:-2.8188062 5:-3.458724 6:4.871519 
+1 1:-3.8941476 2:-4.2147913 3:-5.2891817 4:-2.4247062 5:-2.5001962 6:-1.3302622 
+1 1:5.0457926 2:-1.3029613 3:7.597763 4:5.2121873 5:0.32930696 6:9.245346 
+1 1:4.269451 2:0.4719906 3:-0.89329815 4:3.5486767 5:1.6834071 6:0.6034281 
+1 1:2.6258223 2:-1.812089 3:-1.9531565 4:1.5240383 5:-0.480538 6:-0.36514425 
+1 1:1.9041114 2:0.83632946 3:3.4235375 4:0.6418619 5:1.7343043 6:4.0092397 
+1 1:3.2964149 2:1.3619566 3:-2.3863451 4:1.6273323 5:1.8079453 6:-1.4405143 
+1 1:-2.7382207 2:-1.7846498 3:1.6335262 4:-3.5258427 5:-1.070929 6:2.0634856 
+1 1:-2.7847147 2:0.7271023 3:-4.537069 4:-2.8578694 5:1.1526585 6:-3.2856874 
+1 1:2.164763 2:-0.15027332 3:11.464053 4:1.6732867 5:0.22022635 6:10.172348 
+1 1:-7.4907675 2:-2.6224413 3:1.0641681 4:-6.385795 5:-1.8015534 6:-0.18202984 
+1 1:-1.9998293 2:-5.7250624 3:-4.827471 4:-0.71588564 5:-3.9233396 6:-4.858935 
+1 1:-1.7116523 2:-8.889579 3:4.1139765 4:-0.3421669 5:-5.6702847 6:3.2660098 
+1 1:-11.981019 2:-2.75465 3:1.3988183 4:-8.489227 5:0.3717153 6:0.44068128 
+1 1:-4.9179864 2:8.849157 3:-6.4013705 4:-1.1409552 5:9.580419 6:-5.887606 
+1 1:1.4542052 2:-0.61146355 3:-9.204389 4:4.184989 5:0.09583795 6:-6.9524994 
+1 1:3.7892342 2:1.6757755 3:-2.3950505 4:5.216015 5:1.9064616 6:-0.11452913 
+1 1:2.6759288 2:2.062869 3:2.4355617 4:3.2821674 5:1.8348441 6:3.7728665 
+1 1:2.0877333 2:-0.347291 3:1.4664712 4:2.1551776 5:-0.46025273 6:2.243021 
+1 1:17.769627 2:-6.62001 3:-7.1707044 4:14.269657 5:-5.3863773 6:-5.115324 
+1 1:3.1669936 2:-4.7280216 3:-11.236223 4:-0.2663808 5:-2.7955112 6:-7.344674 
+1 1:5.9419336 2:-7.777496 3:-7.3567767 4:2.0068474 5:-4.675988 6:-2.772182 
+1 1:4.8011055 2:-6.1899805 3:-4.1735635 4:0.6928153 5:-2.4707785 6:0.328825 
+1 1:-2.56566 2:-2.9420834 3:-0.09975195 4:-5.3391604 5:0.6216948 6:3.5221093 
+1 1:-7.591549 2:-1.6796994 3:-3.6751175 4:-8.29204 5:1.507263 6:-0.042604923 
+1 1:-0.51011944 2:-2.69669 3:1.4041266 4:-0.96848804 5:0.39221764 6:4.029311 
+1 1:8.658951 2:1.5237446 3:-1.9219081 4:6.560466 5:3.6901221 6:0.56262136 
+1 1:5.0967493 2:3.3649154 3:-3.154695 4:2.3986115 5:4.4250345 6:-0.5361326 
+1 1:1.9266624 2:1.9982955 3:-0.6844864 4:-0.61718035 5:2.4467316 6:1.547261 
+1 1:3.4720554 2:0.8902557 3:-1.3469687 4:0.74257016 5:1.0709535 6:0.70782304 
+1 1:1.2073956 2:1.8085465 3:-3.076175 4:-1.2176719 5:1.5913955 6:-0.8171065 
+1 1:5.2134743 2:-2.4329333 3:-1.2939954 4:2.2307255 5:-2.1200676 6:0.7720585 
+1 1:1.7560968 2:-3.2531915 3:4.124221 4:-0.9813216 5:-2.3522606 6:4.95222 
+1 1:-4.7478657 2:-5.096895 3:2.1968594 4:-5.9882274 5:-3.3567715 6:2.4198868 
